hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Huong Son Hotel Da Nang,"16.0194291304449,108.210068090443",5 km from centre,Deluxe Double or Twin Room,3 out of 5,7.0,Good,26 reviews,"VND 432,000","FREE cancellation,• No prepayment needed"
Majestic Hotel Da Nang,"16.051943,108.243573",3.2 km from centre,Deluxe Double Room with Balcony and Sea View,3 out of 5,8.6,Fabulous,76 reviews,"VND 323,000","FREE cancellation,• No prepayment needed"
Son Tra Green Hotel & Apartment,"16.0878805,108.2464603",3.6 km from centre,Standard Double Room,2 out of 5,9.1,Superb,15 reviews,"VND 231,200",
Ngoi Nha Xanh Hotel,"16.0717316820067,108.2226165",550 m from centre,Superior Twin Room,3 out of 5,6.0,Review score,111 reviews,"VND 239,760","FREE cancellation,• No prepayment needed"
Huy House Boutique Hotel,"16.083506171875,108.244752393192",3.2 km from centre,Deluxe King Room,,9.7,Exceptional,12 reviews,"VND 1,028,000",
Top Hotel,"16.064441,108.243229",2.6 km from centre,Twin Room,2 out of 5,7.7,Good,181 reviews,"VND 874,000","FREE cancellation,• No prepayment needed"
Tashi Boutique Apartment,"16.0768857,108.2413233",2.5 km from centre,Apartment with Balcony,,9.5,Exceptional,13 reviews,"VND 805,000",
Khoi Nguon,"16.0565733465501,108.208182403141",1.8 km from centre,Double Room,,8.2,Very good,269 reviews,"VND 237,923","FREE cancellation,• No prepayment needed"
Hung Loan Motel,"16.0687823794539,108.244162158226",2.7 km from centre,Double Room,,7.0,Good,84 reviews,"VND 149,000",
Blue Sea Apartment & Hotel,"16.074629,108.2415",2.5 km from centre,Studio Apartment,,8.3,Very good,6 reviews,"VND 427,500",
Fivitel Da Nang,"16.0519493226458,108.232982160989",2.4 km from centre,Superior Twin with Balcony and City view,4 out of 5,8.9,Fabulous,415 reviews,"VND 1,044,000","Breakfast included,FREE cancellation,• No prepayment needed"
Nhat Linh Da Nang Hotel,"16.0642484453244,108.220672290807",500 m from centre,Standard Double Room,3 out of 5,8.5,Very good,554 reviews,"VND 522,000",
Bong Mai Motel,"16.0681868293544,108.242726057672",2.5 km from centre,Deluxe Family Room,1 out of 5,8.6,Fabulous,288 reviews,"VND 243,000",
Bay Sydney Hotel,"16.066216194081,108.243040309787",2.6 km from centre,Deluxe Double Room,3 out of 5,8.0,Very good,12 reviews,"VND 467,500","Breakfast included,FREE cancellation,• No prepayment needed"
The Vietnam Hostel,"16.068606,108.22438",600 m from centre,Double Room,,8.7,Fabulous,"1,120 reviews","VND 499,999","FREE cancellation,• No prepayment needed"
Richico Luxury Apartel Ocean,"16.05546,108.24547",3.2 km from centre,Deluxe Queen Room,4 out of 5,7.5,Good,49 reviews,"VND 360,000",Breakfast included
Ocean-view Home,"16.053799,108.247637",3.5 km from centre,Apartment,3 out of 5,9.2,Superb,57 reviews,"VND 1,000,000","FREE cancellation,• No prepayment needed"
Bamboo Green Hotel,"16.0663799620985,108.22377294302",550 m from centre,Standard Double or Twin Room,3 out of 5,6.8,Review score,66 reviews,"VND 385,000",
Red Hotel Da Nang,"16.0415070802579,108.244102478093",4 km from centre,Standard King Room,2 out of 5,8.4,Very good,108 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
HAGL apartment 420,"16.0624234,108.2102228",1.2 km from centre,Three-Bedroom Apartment,,,,,"VND 1,400,000",
Quan Quan Hotel,"16.054109124491,108.208936415205",1.9 km from centre,Standard King Room,,7.4,Good,137 reviews,"VND 287,000",
My Little Pig home,"16.070492,108.233029",1.5 km from centre,Deluxe King Room,,9.6,Exceptional,8 reviews,"VND 405,000",
olgahotelapartments,"16.073453,108.220835",600 m from centre,Deluxe Double Room with Balcony,3 out of 5,9.7,Exceptional,16 reviews,"VND 750,000",
Royal Charm Hotel,"16.0493321126772,108.247883319855",3.8 km from centre,Standard Double Room,3 out of 5,8.5,Very good,136 reviews,"VND 373,120","FREE cancellation,• No prepayment needed"
Wings House,"16.0539493320572,108.204484442783",2.2 km from centre,Standard Double Room,,9.5,Exceptional,279 reviews,"VND 480,000",
POSIKI Dorm & Café,"16.064539,108.223557",650 m from centre,Double Room,,,,,"VND 279,999",
TIDITEL Hotel and Apartment,"16.0521019367534,108.220504170697",1.9 km from centre,Deluxe Double Room,3 out of 5,9.6,Exceptional,15 reviews,"VND 506,000",
Grand Mango Hotel,"16.0485483882664,108.248183727264",3.9 km from centre,Superior Twin Room,3 out of 5,8.1,Very good,36 reviews,"VND 700,000",
Senorita Boutique Hotel,"16.0498716043488,108.247682038202",3.7 km from centre,Superior Double Room,3 out of 5,8.6,Fabulous,111 reviews,"VND 1,200,000","FREE cancellation,• No prepayment needed"
North East Hotel,"16.0523298051372,108.246628046036",3.5 km from centre,Deluxe Double Room,3 out of 5,8.3,Very good,340 reviews,"VND 223,040","FREE cancellation,• No prepayment needed"
Song Thu hotel,"16.0741147287216,108.223598599434",800 m from centre,Deluxe Twin Room,2 out of 5,7.5,Good,57 reviews,"VND 359,100","FREE cancellation,• No prepayment needed"
LENID Hotel Da Nang,"16.074396,108.238823",2.2 km from centre,Deluxe Double Room,3 out of 5,8.7,Fabulous,6 reviews,"VND 250,000",
CN Palace Boutique Hotel & Spa,"16.072548,108.231554",1.4 km from centre,Superior Double Room,4 out of 5,9.0,Superb,58 reviews,"VND 621,600","FREE cancellation,• No prepayment needed"
Motel Tuan Phuong,"16.0783428203525,108.171736747027",5 km from centre,Standard Double Room,3 out of 5,7.7,Good,166 reviews,"VND 198,000","FREE cancellation,• No prepayment needed"
Homestay Sea Kite,"16.050286594276,108.246410787106",3.5 km from centre,Standard Double Room,,9.1,Superb,77 reviews,"VND 299,666","FREE cancellation,• No prepayment needed"
Rosabella Boutique Hotel,"16.073577,108.240953",2.4 km from centre,Superior King Room,3 out of 5,8.8,Fabulous,202 reviews,"VND 318,750","FREE cancellation,• No prepayment needed"
The Vietnam Hostel,"16.068606,108.22438",600 m from centre,Double Room,,8.7,Fabulous,"1,120 reviews","VND 499,999","FREE cancellation,• No prepayment needed"
Ocean-view Home,"16.053799,108.247637",3.5 km from centre,Apartment,3 out of 5,9.2,Superb,57 reviews,"VND 1,000,000","FREE cancellation,• No prepayment needed"
GIC Luxury Hotel and Spa,"16.070758,108.217561",350 m from centre,Superior Twin Room,4 out of 5,8.8,Fabulous,139 reviews,"VND 661,500","Breakfast included,FREE cancellation,• No prepayment needed"
Brody Beach Hotel,"16.077271,108.208154",1.6 km from centre,King Room,2 out of 5,8.3,Very good,15 reviews,"VND 349,800",
CH Hotel & Apartment,"16.079458,108.245093",3 km from centre,Studio Apartment with Sea View,,9.8,Exceptional,5 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Ibiza Riverfront Hotel,"16.077708,108.228987",1.5 km from centre,Double Room with View,3 out of 5,8.6,Fabulous,425 reviews,"VND 1,575,000","FREE cancellation,• No prepayment needed"
Suri Apartment & Hotel Danang,"15.979289,108.272801",11 km from centre,Superior Double Room,2 out of 5,9.1,Superb,36 reviews,"VND 337,838",
A25 Hotel -137 Nguyễn Du - Đà Nẵng,"16.0782513264839,108.217692375183",1.1 km from centre,Superior Double Room,3 out of 5,6.3,Review score,9 reviews,"VND 313,600",Breakfast included
Abogo Apartment Resort Beach Da Nang,"16.012847,108.263977",7 km from centre,Day Use Offer - 150 minutes. Extra charge for overnight stay,,,,,"VND 500,000","FREE cancellation,• No prepayment needed"
Lộc Hoàng Hotel,"16.0130331,108.259315",7 km from centre,Family Room,,,,,"VND 210,000",
OYO 1070 Phuoc Ha,"16.071237,108.148464",7 km from centre,Superior Double Room,,8.1,Very good,39 reviews,"VND 239,444","FREE cancellation,• No prepayment needed"
OYO 242 Thien Thanh Hotel Da Nang,"16.065534,108.200907",2 km from centre,Standard Double Room,2 out of 5,7.2,Good,130 reviews,"VND 189,559","FREE cancellation,• No prepayment needed"
Forever Hotel,"16.0619057868121,108.234208412468",1.8 km from centre,Standard Queen Room,1 out of 5,8.4,Very good,146 reviews,"VND 270,000",
Nhà của Elly,"16.020724,108.20294",5 km from centre,Deluxe Double Room with Balcony,,9.0,Superb,12 reviews,"VND 200,000",
SH Europa,"16.0552405708144,108.244674392045",3.1 km from centre,Superior Twin Room,3 out of 5,8.1,Very good,45 reviews,"VND 432,000","FREE cancellation,• No prepayment needed"
DTC Hotel,"16.060763,108.246449",3 km from centre,Standard Double Room,,,,,"VND 300,000",
Fuji Hostel,"16.059567,108.243656",2.8 km from centre,Family Room with Bathroom,,8.3,Very good,39 reviews,"VND 300,000",
Palazzo 3 Hotel,"16.044671,108.219567",2.6 km from centre,Superior Twin Room,3 out of 5,7.4,Good,40 reviews,"VND 510,000","Breakfast included,FREE cancellation,• No prepayment needed"
BeSea Hotel,"16.050810372941,108.246233761311",3.5 km from centre,Standard Double Room,2 out of 5,8.6,Fabulous,193 reviews,"VND 220,000","FREE cancellation,• No prepayment needed"
Fulmar Hotel,"16.0696867985004,108.222863674164",450 m from centre,Double Room,2 out of 5,7.7,Good,8 reviews,"VND 324,813","FREE cancellation,• No prepayment needed"
OYO 280 Mimosa Hotel Danang,"16.0747243507265,108.228984475136",1.3 km from centre,Superior Double Room,3 out of 5,7.8,Good,156 reviews,"VND 146,659","FREE cancellation,• No prepayment needed"
Village Phu Gia Compound,"16.074823,108.212358",1.1 km from centre,Villa,,,,,"VND 2,500,000",
Vinh Trung Plaza Apartment & Hotel,"16.066475327597,108.213599324226",650 m from centre,Studio,,6.6,Review score,45 reviews,"VND 798,000","Breakfast included,FREE cancellation,• No prepayment needed"
CODI SEA Hotel & Travel,"16.067234,108.243427",2.6 km from centre,Deluxe Room (2 Adults + 1 Child),2 out of 5,9.0,Superb,222 reviews,"VND 299,700","FREE cancellation,• No prepayment needed"
Havanadanang,"16.0581928546492,108.244360608521",3 km from centre,Deluxe King Studio,3 out of 5,9.1,Superb,70 reviews,"VND 588,000",
Da Na Sea Apartment,"16.053757,108.247437",3.5 km from centre,Apartment with Sea View,3 out of 5,8.6,Fabulous,10 reviews,"VND 1,490,000",
Forever Hotel,"16.0619057868121,108.234208412468",1.8 km from centre,Standard Queen Room,1 out of 5,8.4,Very good,146 reviews,"VND 270,000",
Madame Trang Da Nang Hotel & Apartment,"16.060949255627,108.234837483467",1.9 km from centre,Superior Double Room,4 out of 5,9.0,Superb,6 reviews,"VND 340,000","FREE cancellation,• No prepayment needed"
Ocean-view Home,"16.053799,108.247637",3.5 km from centre,Apartment,3 out of 5,9.2,Superb,57 reviews,"VND 1,000,000","FREE cancellation,• No prepayment needed"
The Ocean Apartment IDCWH B302,"15.9736296540186,108.280284444519",12 km from centre,Apartment,4 out of 5,8.5,Very good,9 reviews,"VND 1,742,023",
Sky Boutique Hotel,"16.0506713372468,108.245295127647",3.5 km from centre,Studio Apartment,3 out of 5,8.6,Fabulous,74 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
Rung Huong Apartment,"16.038949,108.249999",4.7 km from centre,Two-Bedroom Apartment - HUGO BOSS,4 out of 5,8.8,Fabulous,68 reviews,"VND 1,625,000",
Lis Hotel,"16.0635221977438,108.23996309191",2.3 km from centre,Standard Double Room,,8.9,Fabulous,151 reviews,"VND 273,900",
Khoi Nguon,"16.0565733465501,108.208182403141",1.8 km from centre,Double Room,,8.2,Very good,269 reviews,"VND 237,923","FREE cancellation,• No prepayment needed"
CN Palace Boutique Hotel & Spa,"16.072548,108.231554",1.4 km from centre,Superior Double Room,4 out of 5,9.0,Superb,58 reviews,"VND 621,600","FREE cancellation,• No prepayment needed"
Phu Khang Da Nang Hotel,"16.0791421948052,108.22896531636",1.6 km from centre,Deluxe Double Room,2 out of 5,9.4,Superb,86 reviews,"VND 299,000",
Cordial Hotel,"16.073578,108.241036",2.5 km from centre,Superior Twin Room,4 out of 5,8.8,Fabulous,181 reviews,"VND 569,250","Breakfast included,FREE cancellation,• No prepayment needed"
Hsuites Apartment,"16.0389036,108.2469068",4.5 km from centre,Standard Apartment,3 out of 5,9.5,Exceptional,15 reviews,"VND 450,000",
King's Finger Hotel Da Nang,"16.055069822407,108.24187515582",2.9 km from centre,Index Finger Room,3 out of 5,8.7,Fabulous,310 reviews,"VND 596,063","Breakfast included,FREE cancellation,• No prepayment needed"
Ocean View Home Apartment,"16.053324,108.246772",3.4 km from centre,Apartment with Sea View,3 out of 5,8.5,Very good,3 reviews,"VND 900,000",
Khai Lam 30 Homestay,"16.066501,108.209589",1.1 km from centre,Deluxe King Room,3 out of 5,9.9,Exceptional,8 reviews,"VND 300,000",
Village Phu Gia Compound,"16.074823,108.212358",1.1 km from centre,Villa,,,,,"VND 2,500,000",
OYO 265 An Thinh Loc,"16.0655087832669,108.201548159122",1.9 km from centre,Superior Double Room,2 out of 5,7.3,Good,120 reviews,"VND 189,559","FREE cancellation,• No prepayment needed"
Tien Sa Retreat,"16.12219,108.219827",6 km from centre,Twin Room with Balcony,4 out of 5,8.1,Very good,72 reviews,"VND 1,309,000",Breakfast included
Trúc Vy Hotel And Spa,"16.053611,108.209167",2 km from centre,Deluxe Room (2 Adults + 1 Child),2 out of 5,,,,"VND 300,000",
Apartments Sea View,"16.053324,108.246772",3.4 km from centre,Apartment with Sea View,,7.2,Good,4 reviews,"VND 1,003,200",
Sanayen Villa & Residences,"16.0772600026183,108.244202445057",2.9 km from centre,Deluxe Room (2 Adults + 1 Child),,8.5,Very good,57 reviews,"VND 688,500","Breakfast included,FREE cancellation,• No prepayment needed"
Do Hai Hotel,"16.0602171920262,108.214019089937",1.1 km from centre,Deluxe Twin Room,3 out of 5,7.2,Good,11 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
The Point Villa - IDC White House Da Nang,"15.982198248234,108.26916128397",11 km from centre,Three-Bedroom Villa,3 out of 5,7.8,Good,21 reviews,"VND 4,626,000",
DANA RESIDENCE,"16.073487,108.244303",2.8 km from centre,Deluxe Double Room with Balcony,,8.5,Very good,31 reviews,"VND 890,800",
OYO 215 An Duc Hotel Da Nang,"16.016671,108.255697",6 km from centre,Deluxe Twin Room,2 out of 5,8.4,Very good,116 reviews,"VND 299,305","FREE cancellation,• No prepayment needed"
Local White House - Ecofriendly Homestay,"16.0079223,108.2140325",6 km from centre,Apartment with Balcony,3 out of 5,9.3,Superb,27 reviews,"VND 297,000","FREE cancellation,• No prepayment needed"
MAI Villa Da Nang,"16.042346,108.24636",4.1 km from centre,Superior Double Room,,8.6,Fabulous,167 reviews,"VND 648,000","Breakfast included,FREE cancellation,• No prepayment needed"
Di Lusso Boutique Hotel,"16.0800447636937,108.223606635582",1.4 km from centre,Deluxe Double Room without Window,3 out of 5,8.6,Fabulous,92 reviews,"VND 770,000","Breakfast included,FREE cancellation,• No prepayment needed"
Bridges Da Nang Hotel,"16.077902,108.242271",2.7 km from centre,Double Room with Balcony,,9.6,Exceptional,5 reviews,"VND 650,000",
Someday House Danang,"16.06902,108.235175",1.8 km from centre,Deluxe Queen Studio,,,,,"VND 466,400",
Hàn Homestay Đà Nẵng,"16.0774275,108.206822",1.7 km from centre,Three-Bedroom Apartment,,,,,"VND 1,900,000",
Vic House Hotel,"16.030771,108.222822",4.2 km from centre,Deluxe Room,,8.8,Fabulous,66 reviews,"VND 420,000",
Gold House Hotel,"16.0825556807905,108.218982014805",1.6 km from centre,Standard Double Room,3 out of 5,8.2,Very good,16 reviews,"VND 277,800","FREE cancellation,• No prepayment needed"
Kay Hotel Da Nang,"16.0671557719888,108.229451179504",1.1 km from centre,Superior Double or Twin Room with City View,3 out of 5,7.6,Good,13 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Cherki Hostel,"16.079054,108.220073",1.2 km from centre,Standard King Room,,8.5,Very good,58 reviews,"VND 209,000",
Do Hai Hotel,"16.0602171920262,108.214019089937",1.1 km from centre,Deluxe Twin Room,3 out of 5,7.2,Good,11 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Lis Hotel,"16.0635221977438,108.23996309191",2.3 km from centre,Standard Double Room,,8.9,Fabulous,151 reviews,"VND 273,900",
Happyhouse Apartment Danang,"16.073451,108.24527",2.9 km from centre,Apartment,3 out of 5,8.5,Very good,9 reviews,"VND 636,000",
Danang City Apartment,"16.0521694,108.2450028",3.3 km from centre,One-Bedroom Apartment,,,,,"VND 296,250",
Rosamia Da Nang Hotel,"16.05332,108.247983",3.5 km from centre,Deluxe Double Room with Partial Sea View,5 out of 5,8.9,Fabulous,223 reviews,"VND 1,080,000",Breakfast included
Sunflower Hotel 2,"16.073465236396,108.242706656456",2.6 km from centre,Standard Double Room,2 out of 5,8.2,Very good,544 reviews,"VND 273,600","FREE cancellation,• No prepayment needed"
Bao Quyen Hotel,"16.0649572065314,108.229869604111",1.2 km from centre,Standard Double Room,2 out of 5,8.1,Very good,210 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
CÔ THƯƠNG HOMESTAY ĐÃ NẴNG,"16.05238319349,108.237856871929",2.7 km from centre,Three-Bedroom House,3 out of 5,8.2,Very good,6 reviews,"VND 1,290,000",
Lusa Guesthouse,"16.0759620302038,108.206956725409",1.6 km from centre,Double Room,,7.3,Good,91 reviews,"VND 180,000","FREE cancellation,• No prepayment needed"
Huraga House,"16.0591156,108.2389571",2.4 km from centre,Four-Bedroom House,,,,,"VND 882,000",
De Lamour Hotel,"16.085609,108.248325",3.7 km from centre,Superior Double or Twin Room,3 out of 5,8.6,Fabulous,667 reviews,"VND 297,500","FREE cancellation,• No prepayment needed"
Gia Bao Home stay,"16.0389871904377,108.247351493065",4.5 km from centre,Deluxe Family Room,,5.3,Review score,4 reviews,"VND 216,000",
Ngoi Nha Xanh Hotel,"16.0717316820067,108.2226165",550 m from centre,Superior Twin Room,3 out of 5,6.0,Review score,111 reviews,"VND 239,760","FREE cancellation,• No prepayment needed"
Happy Sky Hotel,"16.0745856,108.2423451",2.6 km from centre,Superior Twin Room,3 out of 5,8.4,Very good,741 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
"SUPER HOST'S HOME ☆☆☆☆☆ @ MY KHE BEACH, DANANG","16.053757,108.247437",3.5 km from centre,Apartment with Sea View,3 out of 5,8.8,Fabulous,57 reviews,"VND 1,000,000",
Truong Son Tung 2 Hotel,"16.0687383116866,108.244122862816",2.7 km from centre,Deluxe Twin Room,3 out of 5,7.7,Good,29 reviews,"VND 914,634","Breakfast included,FREE cancellation,• No prepayment needed"
Talofofo Hostel,"16.056433,108.244248",3 km from centre,Standard King Room,1 out of 5,9.1,Superb,96 reviews,"VND 220,000",
Ritzy Boutique Hotel Da Nang,"16.0546555750307,108.244279351837",3.1 km from centre,Superior Twin Room,3 out of 5,8.0,Very good,51 reviews,"VND 769,500","Breakfast included,FREE cancellation,• No prepayment needed"
Duc Hanh Apartment,"16.070525,108.19207",3 km from centre,Studio,,9.4,Superb,5 reviews,"VND 279,000",
Emily Hotel & Apartment,"16.0493330019947,108.248301493254",3.8 km from centre,Deluxe Double Room,3 out of 5,7.9,Good,665 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Fanta Suite Villa,"16.0716662346728,108.24285954237",2.6 km from centre,Standard Studio,3 out of 5,8.1,Very good,25 reviews,"VND 945,000","All meals included,FREE cancellation,• No prepayment needed"
Di Lusso Boutique Hotel,"16.0800447636937,108.223606635582",1.4 km from centre,Deluxe Double Room without Window,3 out of 5,8.6,Fabulous,92 reviews,"VND 770,000","Breakfast included,FREE cancellation,• No prepayment needed"
Chi ‘s house,"16.058762,108.211772",1.4 km from centre,Double Room,,,,,"VND 310,000",
OYO 1072 Dragon Hotel,"16.060338,108.222565",1 km from centre,Deluxe Triple Room,2 out of 5,6.0,Review score,3 reviews,"VND 199,536","FREE cancellation,• No prepayment needed"
Avenis Hotel,"16.078069,108.172699",5 km from centre,Deluxe Twin Room,3 out of 5,8.8,Fabulous,27 reviews,"VND 419,930",
Majestic Luxury Hotel,"16.053178,108.244155",3.2 km from centre,Deluxe Double Room with Balcony,3 out of 5,7.4,Good,29 reviews,"VND 306,000","FREE cancellation,• No prepayment needed"
A25 Hotel -137 Nguyễn Du - Đà Nẵng,"16.0782513264839,108.217692375183",1.1 km from centre,Superior Double Room,3 out of 5,6.3,Review score,9 reviews,"VND 313,600",Breakfast included
OYO 962 Tulip Motel,"16.057816,108.168472",5 km from centre,Standard Double Room,2 out of 5,8.1,Very good,10 reviews,"VND 199,536","FREE cancellation,• No prepayment needed"
Local White House - Ecofriendly Homestay,"16.0079223,108.2140325",6 km from centre,Apartment with Balcony,3 out of 5,9.3,Superb,27 reviews,"VND 297,000","FREE cancellation,• No prepayment needed"
Avalon Da Nang Hotel,"16.071063,108.234976",1.8 km from centre,Standard Twin Room,2 out of 5,10,Exceptional,5 reviews,"VND 350,000",
Little Pig Home,"16.0742058505227,108.216404230644",750 m from centre,Deluxe Double Room with Balcony,,7.9,Good,177 reviews,"VND 399,500",
Kay Hotel Da Nang,"16.0671557719888,108.229451179504",1.1 km from centre,Superior Double or Twin Room with City View,3 out of 5,7.6,Good,13 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Chow-Chow,"16.073407,108.239843",2.3 km from centre,Apartment with Balcony,3 out of 5,8.9,Fabulous,7 reviews,"VND 3,500,000","FREE cancellation,• No prepayment needed"
Chung cư Da Nang,"16.0535329,108.2466347",3.4 km from centre,Two-Bedroom Apartment,,,,,"VND 800,000",
51 Trần Bạch Đằng,"16.053728798484,108.246849276721",3.4 km from centre,Two-Bedroom Apartment,,,,,"VND 950,000",
La Maison Des Délices,"16.054786,108.205687",2.1 km from centre,Standard Studio,3 out of 5,,,,"VND 450,000",
Thanh Hotel & Apartment,"16.0659059356857,108.243995633101",2.7 km from centre,Standard Family Room,3 out of 5,8.5,Very good,116 reviews,"VND 850,000",
Hsuites Apartment,"16.0389036,108.2469068",4.5 km from centre,Standard Apartment,3 out of 5,9.5,Exceptional,15 reviews,"VND 450,000",
Merry Hotel,"16.064664,108.229973",1.2 km from centre,Double or Twin Room,3 out of 5,8.4,Very good,59 reviews,"VND 650,000",
Ly Apartment,"16.089093,108.215729",2.4 km from centre,Studio Apartment,,,,,"VND 360,000",
Loc Quyen Motel,"16.0616097440483,108.181019036107",4.2 km from centre,Double Room,2 out of 5,6.7,Review score,67 reviews,"VND 120,000",
OYO 1126 Duc Thang Hotel,"16.020915,108.22697",5 km from centre,Deluxe Double Room,2 out of 5,,,,"VND 164,617","FREE cancellation,• No prepayment needed"
Red Diamond Hotel,"16.0554744870412,108.221519887447",1.5 km from centre,Deluxe Double Room,2 out of 5,7.8,Good,61 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Phu Khang Da Nang Hotel,"16.0791421948052,108.22896531636",1.6 km from centre,Deluxe Double Room,2 out of 5,9.4,Superb,86 reviews,"VND 299,000",
Majestic Luxury Hotel,"16.053178,108.244155",3.2 km from centre,Deluxe Double Room with Balcony,3 out of 5,7.4,Good,29 reviews,"VND 306,000","FREE cancellation,• No prepayment needed"
Avalon Da Nang Hotel,"16.071063,108.234976",1.8 km from centre,Standard Twin Room,2 out of 5,10,Exceptional,5 reviews,"VND 350,000",
Hava hotel,"16.043666,108.247689",4.2 km from centre,Deluxe Double Room with Sea View,2 out of 5,,,,"VND 210,000",
May Hotel,"16.0661989353074,108.243417674869",2.6 km from centre,Standard Double Room,2 out of 5,8.4,Very good,255 reviews,"VND 200,000","FREE cancellation,• No prepayment needed"
Fuji Apartment Da Nang,"16.034012,108.217184",3.9 km from centre,Double Room with Balcony (2 Adults + 1 Child),,9.4,Superb,9 reviews,"VND 400,000",
Khanh Linh Hotel,"16.051491,108.216404",1.9 km from centre,Standard Queen Room,,8.5,Very good,8 reviews,"VND 280,000",
Bao Anh Boutique Hotel,"16.0515278791393,108.245485697407",3.4 km from centre,Standard King Room,3 out of 5,8.2,Very good,281 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
ENJOY HOME,"16.0569716891605,108.244941383637",3 km from centre,Queen Room with Balcony,3 out of 5,9.5,Exceptional,49 reviews,"VND 270,000",
An Binh Tai,"16.0738974645632,108.240648028836",2.4 km from centre,Double Room,,8.9,Fabulous,68 reviews,"VND 207,000",
Huynh Gia,"16.0669405559271,108.244396448136",2.7 km from centre,Double Room with Two Double Beds,,10,Exceptional,5 reviews,"VND 215,000","FREE cancellation,• No prepayment needed"
Kiwi Hotel & Apartments,"16.052346264588,108.244535142455",3.2 km from centre,Family Suite,3 out of 5,9.0,Superb,161 reviews,"VND 697,552",
Dai Nam Hotel,"15.9847116217644,108.269801467537",10 km from centre,Deluxe Family Room,1 out of 5,7.0,Good,9 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
OYO 783 Rose Hotel,"16.073003,108.188339",3.4 km from centre,Standard Double Room,2 out of 5,7.6,Good,23 reviews,"VND 249,421","FREE cancellation,• No prepayment needed"
Honey Hotel,"16.0607959177905,108.234372775394",1.9 km from centre,Deluxe Double Room,2 out of 5,7.3,Good,31 reviews,"VND 200,000",
Nhà Nghỉ Cát Tường,"16.0209899,108.1975089",5 km from centre,Standard King Room,,,,,"VND 212,500",
Prague Hotel,"16.068676,108.241779",2.5 km from centre,Family Suite,3 out of 5,8.9,Fabulous,36 reviews,"VND 1,694,000",
Condotel Carinae Cocobay Da Nang,"16.002966,108.264091",8 km from centre,One-Bedroom Apartment,,,,,"VND 1,200,000",
Thanh Nhan Hotel,"16.0590720481157,108.211111889549",1.4 km from centre,Superior Double Room,2 out of 5,7.6,Good,37 reviews,"VND 337,500",
Tropical House Apartment Da Nang,"16.070023,108.233978",1.6 km from centre,Superior Apartment,3 out of 5,8.6,Fabulous,40 reviews,"VND 660,000","FREE cancellation,• No prepayment needed"
The Fish Village Villa,"16.1024069480963,108.232668595592",4 km from centre,Superior Double Room,3 out of 5,9.5,Exceptional,64 reviews,"VND 480,000",Breakfast included
iCloud Hotel,"16.06887,108.244393",2.7 km from centre,Twin Room with Private Bathroom,,8.2,Very good,100 reviews,"VND 250,000",
CÔ THƯƠNG HOMESTAY ĐÃ NẴNG,"16.05238319349,108.237856871929",2.7 km from centre,Three-Bedroom House,3 out of 5,8.2,Very good,6 reviews,"VND 1,290,000",
Bao Anh Boutique Hotel,"16.0515278791393,108.245485697407",3.4 km from centre,Standard King Room,3 out of 5,8.2,Very good,281 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Anna Hotel,"16.0489703213915,108.248344659805",3.8 km from centre,Standard Double Room,2 out of 5,8.3,Very good,13 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Ocean Apartment Spa & Golf Danang,"15.974064526846,108.280359506607",12 km from centre,Apartment with Pool View,4 out of 5,8.6,Fabulous,4 reviews,"VND 2,000,000",
Nice Hotel,"16.066849498757,108.202851691402",1.8 km from centre,Small Double Room,3 out of 5,7.3,Good,43 reviews,"VND 210,000",
DaNa Sailing Hotel,"16.0659930628359,108.244372978806",2.8 km from centre,Twin Room with Private Bathroom,2 out of 5,8.3,Very good,85 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Sea Phoenix Hotel Da Nang,"16.0411237334248,108.248647749424",4.4 km from centre,Superior Double or Twin Room,3 out of 5,8.0,Very good,409 reviews,"VND 573,750","FREE cancellation,• No prepayment needed"
AB Motel,"16.036550952474,108.238289603032",4.1 km from centre,Deluxe Double Room,3 out of 5,8.3,Very good,29 reviews,"VND 230,000",
SEA HOME @MY KHE BEACH DA NANG,"16.055231,108.247419",3.4 km from centre,Apartment with Sea View,3 out of 5,9.1,Superb,22 reviews,"VND 1,100,000",
Mường thanh Apartment 3,"16.053324,108.246772",3.4 km from centre,Two-Bedroom Apartment,3 out of 5,,,,"VND 1,000,000",
