hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
LeBlanc Saigon,"10.7731643440128,106.684917211533",1.5 km from centre,Scandinavian Double Room,3 out of 5,8.3,Very good,131 reviews,"VND 483,327",
Roseland Sweet Hotel & Spa,"10.778362,106.704553",1.1 km from centre,Deluxe Room,4 out of 5,8.4,Very good,204 reviews,"VND 1,378,029",Breakfast included
Hoasun Boutique Apartment - Vinhomes Central Park,"10.7905257582035,106.722115762532",3.4 km from centre,Two-Bedroom Apartment with City View,4 out of 5,8.9,Fabulous,150 reviews,"VND 1,957,500",
Sabina Hotel,"10.730958,106.708339",4.7 km from centre,Superior Double Room,3 out of 5,8.8,Fabulous,68 reviews,"VND 900,000","Breakfast included,FREE cancellation,• No prepayment needed"
Bo's House,"10.802987,106.718518",4.2 km from centre,Deluxe Double Room with Balcony,,9.1,Superb,130 reviews,"VND 444,800",
Aquari Hotel,"10.7773512263477,106.70534491539",1.1 km from centre,Superior Double or Twin Room,3 out of 5,8.4,Very good,125 reviews,"VND 681,750",
Bonita Boutique Trịnh Văn Cấn,"10.7674471838041,106.696541905403",500 m from centre,Twin Room with Shared Toilet,2 out of 5,8.1,Very good,165 reviews,"VND 525,000",
Spacious Saigon - Infinity Pool & Gym,"10.7618131539409,106.699544745226",1.1 km from centre,Studio Apartment,3 out of 5,9.1,Superb,95 reviews,"VND 741,600",
7s Simmi Apartment Phu My Hung,"10.7337065595677,106.707329780773",4.3 km from centre,Apartment - Ground Floor,3 out of 5,9.3,Superb,40 reviews,"VND 448,000",
Hotel De Lucas,"10.844968,106.631584",10 km from centre,Standard King Room,2 out of 5,8.0,Very good,45 reviews,"VND 350,000",
Glenwood Suites,"10.8072310833502,106.731854072422",5 km from centre,Two-Bedroom Apartment,3 out of 5,8.4,Very good,28 reviews,"VND 1,062,682",
7s MyMy Hotel,"10.7714948374121,106.668815363091",3.2 km from centre,Standard Double Room,,8.0,Very good,66 reviews,"VND 473,458",
PANDORA HOTEL,"10.731154,106.707785",4.7 km from centre,Superior King Room,3 out of 5,8.4,Very good,12 reviews,"VND 825,792",
Hue My Hotel,"10.760016,106.667285",3.6 km from centre,Superior Double Room - No Window,3 out of 5,8.2,Very good,179 reviews,"VND 520,625",
Royal Dragon Boutique Hotel,"10.795599,106.659118",5 km from centre,Premier Double Room with City View,3 out of 5,8.3,Very good,188 reviews,"VND 1,900,000","Breakfast included,FREE cancellation,• No prepayment needed"
Melinda Hotel,"10.8003111821781,106.644128356129",6 km from centre,Standard King Room,2 out of 5,7.6,Good,140 reviews,"VND 299,200",
Cola's Homestay,"10.77216,106.687448",1.2 km from centre,Windowless Hideaway,,8.7,Fabulous,513 reviews,"VND 296,595",
Bo's House,"10.802987,106.718518",4.2 km from centre,Deluxe Double Room with Balcony,,9.1,Superb,130 reviews,"VND 444,800",
OYO 560 Le Ngan Phung Hotel,"10.7993248035649,106.691288830688",3.2 km from centre,Standard Double Room,2 out of 5,5.9,Review score,45 reviews,"VND 249,421",
Khách sạn Trang Thùy,"10.7953607657824,106.711142346287",3 km from centre,One-Bedroom Apartment,3 out of 5,7.2,Good,25 reviews,"VND 320,000",
Winston Hotel Riverside,"10.840074,106.741955",9 km from centre,Standard King Room,3 out of 5,8.2,Very good,27 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Vinhomes Central Park 6 Capitalland,"10.79577,106.723654",3.9 km from centre,One-Bedroom Apartment,4 out of 5,9.0,Superb,39 reviews,"VND 950,000",
Ha Vy Hotel,"10.7664689001862,106.691257953644",950 m from centre,Standard Double Room - No Window,1 out of 5,7.5,Good,73 reviews,"VND 245,195",
Happy Coffee Guesthouse,"10.8001680028294,106.685917675495",3.5 km from centre,Small Double Room,3 out of 5,8.7,Fabulous,99 reviews,"VND 300,000",
LeBlanc Saigon,"10.7731643440128,106.684917211533",1.5 km from centre,Scandinavian Double Room,3 out of 5,8.3,Very good,131 reviews,"VND 483,327",
Wow! Home by Christine,"10.788897,106.714463",2.6 km from centre,One-Bedroom Apartment,,7.9,Good,18 reviews,"VND 910,000",
"Home, Cosy&Luxury Apartment - 5mins to Airport, Free Pool&Gym, Free Airport Pick up","10.808601483626,106.669818353187",5 km from centre,Studio Apartment,3 out of 5,8.6,Fabulous,43 reviews,"VND 1,296,000",
The Tomato Apartment,"10.801596,106.737342",5 km from centre,Duplex Apartment,4 out of 5,9.2,Superb,91 reviews,"VND 1,550,000",
Melinda Hotel,"10.8003111821781,106.644128356129",6 km from centre,Standard King Room,2 out of 5,7.6,Good,140 reviews,"VND 299,200",
Royal Dragon Boutique Hotel,"10.795599,106.659118",5 km from centre,Premier Double Room with City View,3 out of 5,8.3,Very good,188 reviews,"VND 1,900,000","Breakfast included,FREE cancellation,• No prepayment needed"
OYO 568 Hoang Long,"10.7785738420006,106.667270897553",3.5 km from centre,Small Double Room,2 out of 5,6.7,Review score,62 reviews,"VND 249,420",
Seven Apartment,"10.765496,106.704199",950 m from centre,Standard Studio,3 out of 5,9.1,Superb,77 reviews,"VND 600,000",
Gia Vien Hotel,"10.7686243170785,106.694168150425",600 m from centre,Day Use 3 hours - Double Room,3 out of 5,8.2,Very good,359 reviews,"VND 255,000",
New Space Hotel,"10.8114969037965,106.666911953373",5 km from centre,Standard Double Room,3 out of 5,8.2,Very good,462 reviews,"VND 605,381",
Cozrum Smart - First Target Hotel,"10.770963,106.688628",1.1 km from centre,Superior Double Room,,9.2,Superb,9 reviews,"VND 475,654","FREE cancellation,• No prepayment needed"
TeeUp Home - Luxury Serviced Apartment With Infinity Pool&Gym,"10.762351,106.698947",1.1 km from centre,Studio Apartment,3 out of 5,8.9,Fabulous,264 reviews,"VND 720,000",
The Luxe Hotel,"10.7724423710036,106.696464121342",250 m from centre,Deluxe Queen Room - No Window,3 out of 5,8.2,Very good,158 reviews,"VND 601,600",
Rosa Suite Hotel Ben Thanh,"10.7740575855957,106.696665287018",350 m from centre,Superior Double Room - Free Daily Minibar,3 out of 5,7.3,Good,150 reviews,"VND 350,000",
Hoasun Skyview Sunwah Pearl,"10.788102312029,106.718051050158",2.9 km from centre,Two-Bedroom Apartment,4 out of 5,10,Exceptional,5 reviews,"VND 3,700,000",
RedDoorz near Gia Dinh Park,"10.818816394069,106.685240417719",5 km from centre,Economy Double Room,2 out of 5,7.8,Good,14 reviews,"VND 306,000",FREE cancellation
M&H Hotel,"10.7719917978221,106.696187815344",250 m from centre,Superior Double Room without Window,2 out of 5,7.9,Good,265 reviews,"VND 480,000","FREE cancellation,• No prepayment needed"
Northern Charm Hotel,"10.781823,106.704273",1.4 km from centre,Deluxe Double Room,4 out of 5,8.8,Fabulous,6 reviews,"VND 1,361,600",Breakfast included
RedDoorz Plus Amore Hotel Nguyen Trai Street,"10.770241,106.691498",800 m from centre,Standard Double Room,3 out of 5,9.2,Superb,16 reviews,"VND 440,000",FREE cancellation
OYO 245 Amura Hotel,"10.7040872841813,106.729306241325",8 km from centre,Standard Double Room,2 out of 5,7.8,Good,203 reviews,"VND 219,490","FREE cancellation,• No prepayment needed"
Michael Apartment Scenic Valley,"10.72405,106.716133",5 km from centre,Apartment with Pool View,,9.2,Superb,12 reviews,"VND 1,443,050",
Aqua Long Son Hotel,"10.772195,106.652947",5 km from centre,Standard Double Room,2 out of 5,7.0,Good,26 reviews,"VND 236,550",
Hoàng Ngân Hotel and Suites - City Centre,"10.7678338236764,106.686419248581",1.4 km from centre,Standard Double or Twin Room,3 out of 5,9.1,Superb,111 reviews,"VND 277,425",
Smiley Apartment 2,"10.7482322180565,106.687371432781",2.9 km from centre,One-Bedroom Apartment,3 out of 5,7.2,Good,35 reviews,"VND 288,150",
Vien Dong Hotel,"10.7680815118322,106.692118942738",800 m from centre,Superior Double or Twin Room,3 out of 5,8.0,Very good,382 reviews,"VND 847,341",Breakfast included
Expo Scenic Valley,"10.7314306755566,106.717337071896",5 km from centre,Two-Bedroom Apartment,3 out of 5,9.1,Superb,39 reviews,"VND 1,597,140",
Nest Hotel,"10.7664380120354,106.69325832422",800 m from centre,Standard Double Room,2 out of 5,8.8,Fabulous,461 reviews,"VND 339,200","FREE cancellation,• No prepayment needed"
RIVER GATE RESIDENCE 4 NEAR BÙI VIỆN-FOOD STREET,"10.7619406,106.6994216",1.1 km from centre,Studio Apartment,3 out of 5,8.9,Fabulous,7 reviews,"VND 700,000",
RIVERGATE-ALICE APARTMENT,"10.762685,106.6988081",1 km from centre,Two-Bedroom Apartment,,,,,"VND 1,450,000",
Cherry Apartment - Thao Dien Centre,"10.7957467045383,106.732334252007",4.6 km from centre,Standard Apartment,3 out of 5,9.4,Superb,93 reviews,"VND 482,400",
RedDoorz near Gia Dinh Park,"10.818816394069,106.685240417719",5 km from centre,Economy Double Room,2 out of 5,7.8,Good,14 reviews,"VND 306,000",FREE cancellation
Urban House Saigon 2,"10.7658385596992,106.705795526505",1.1 km from centre,Double Room,,8.3,Very good,93 reviews,"VND 330,000",
Symphony Hotel,"10.773965,106.69676",350 m from centre,Deluxe Double Room with City View - Day Use 2 hours,3 out of 5,7.0,Good,33 reviews,"VND 150,000","FREE cancellation,• No prepayment needed"
Que Mot Cuc,"10.7901433828476,106.709907395701",2.5 km from centre,Superior Suite,3 out of 5,8.1,Very good,77 reviews,"VND 392,040",
Happy Coffee Guesthouse,"10.8001680028294,106.685917675495",3.5 km from centre,Small Double Room,3 out of 5,8.7,Fabulous,99 reviews,"VND 300,000",
7s Happy Hotel Quan 10,"10.766598,106.677403",2.4 km from centre,Superior Queen Room,,8.5,Very good,18 reviews,"VND 395,982","FREE cancellation,• No prepayment needed"
My Villa Hotel - Airport,"10.813139,106.671793",5 km from centre,Superior Double Room,3 out of 5,8.4,Very good,529 reviews,"VND 541,500",
The Airport Hotel,"10.8098930928982,106.665760874748",5 km from centre,Standard Double Room,3 out of 5,8.0,Very good,363 reviews,"VND 556,759",
Victory Sai Gon Hotel,"10.780304932722,106.693629026413",1.1 km from centre,Deluxe Double or Twin Room,3 out of 5,7.5,Good,183 reviews,"VND 1,035,000",Breakfast included
RedDoorz Plus near Phan Xich Long,"10.7965142304819,106.692046523094",2.9 km from centre,Economy Double Room,3 out of 5,7.3,Good,41 reviews,"VND 338,400",FREE cancellation
RedDoorz Plus near Nga Tu Binh Phuoc,"10.8606307595982,106.723364851624",10 km from centre,Economy Double Room,2 out of 5,6.5,Review score,52 reviews,"VND 316,800","Breakfast included,FREE cancellation,• No prepayment needed"
A25 Hotel - 180 Nguyễn Trãi,"10.769127,106.689898",1 km from centre,Superior Double Room,,6.7,Review score,16 reviews,"VND 800,000",Breakfast included
Cityhouse - Atelier Apartment & Hotel,"10.80283,106.73632",5 km from centre,One-Bedroom Apartment,,7.2,Good,6 reviews,"VND 1,017,500",
Sach Hotel,"10.854838,106.773045",12 km from centre,Deluxe Room (2 Adults + 1 Child),,6.8,Review score,115 reviews,"VND 392,445",
Feli Home - Close to Landmark 81,"10.793354475705,106.719683140396",3.4 km from centre,Deluxe Double Room,,8.3,Very good,57 reviews,"VND 350,000",
Cozrum Homes Lý Chính Thắng,"10.790681126129,106.687449012303",2.5 km from centre,Superior Studio,,9.0,Superb,273 reviews,"VND 449,832","FREE cancellation,• No prepayment needed"
RedDoorz near Gia Dinh International Hospital 4,"10.8101225336451,106.689738254314",4.4 km from centre,Standard Double Room,2 out of 5,6.1,Review score,18 reviews,"VND 299,625",FREE cancellation
RedDoorz @ Pham Ngu Lao Street 3,"10.76779166397,106.692266464233",800 m from centre,Superior Twin Room,2 out of 5,6.9,Review score,21 reviews,"VND 248,625",FREE cancellation
