,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
236,US,"Tight aromas of Meyer lemon skin, sea salt and a hint of alkaline-dusted toast make for a compelling entry to the nose of this bottling. Polished tannins make for a very grippy yet suave sip, offering poached lemon, light brioche and macadamia nut flavors.",Founders' Vines,94,70,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Sanford 2017 Founders' Vines Chardonnay (Sta. Rita Hills),Chardonnay,Sanford
237,US,"Smoked cherry, turned earth, mushroom, singed pine and a hint of maple show on the nose of this bottling from a vineyard 2,000 feet high. The palate begins with a tart raspberry and pomegranate flavor, then picks up floral tones of lavender and rose petal, with hints of game and rosemary arising by the finish.",Windy Hill Vineyard,94,78,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Windy Hill Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
238,Portugal,"Always a perfect stage for a tawny Port, this wine is sumptuous while also having some dryness and elegant old gold character. It comes from a famed vineyard in the steep, twisting Torto Valley, just off the main Douro Valley. Drink now.",Tawny 20 Years Old,94,77,Port,,,Roger Voss,@vossroger,Quinta da Corte NV Tawny 20 Years Old  (Port),Port,Quinta da Corte
239,US,"This 100% varietal wine is dry-farmed and organically grown. The results are undeniably good—a mix of juicy blackberry and cherry that is exuberantly fresh and soft in tannin and well-integrated oak. Complex, it slowly unwinds to show baking-spice and lavender elements that intrigue.",Pillsbury Vineyard,94,50,California,Sonoma,Dry Creek Valley,Virginie Boone,@vboone,Quivira 2018 Pillsbury Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Quivira
240,France,"This powerful, Merlot-dominated wine is densely textured and concentrated. Powerful, dark fruits are as intense as the tannins, offering huge richness. For contrast, fresher acidity shoots through the wine, adding to the ageworthy promise. Drink from 2025.",,94,50,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château la Croix de Gay 2018  Pomerol,Bordeaux-style Red Blend,Château la Croix de Gay
241,New Zealand,"Give this plenty of time in a decanter. Once open, this is an expressive Syrah (with 3% Viognier) that's savory and meaty. It offers a nose full of cherries, plums, dried herbs and a charred beef character reminiscent of Northern Rhône. There's some dense, earthy oak notes here, too. The palate follows a similar flavor path. It's silky with a crunch to the acidity and a fine tannin structure. A finessed wine set for aging until 2028 or so.",Legacy Gimblett Gravels,94,53,Hawke's Bay,,,Christina Pickard,@ckpickard,Vidal 2018 Legacy Gimblett Gravels Syrah (Hawke's Bay),Syrah,Vidal
242,US,"This deeply concentrated and focused wine wraps a blanket of fine-grained tannins around a core of black currant, black cherry and plum flavors. Built for at least mid-term aging, it is full bodied but balanced and tempting to drink, though it is holding back its best stuff until 2023 and beyond.",Estate Blend,94,40,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Edio 2019 Estate Blend Mourvèdre (Sierra Foothills),Mourvèdre,Edio
243,Portugal,"This poised wine is made from Touriga Nacional, Tinta Roriz and Alfrocheiro. While the black fruits are dense, they are also elegant, yielding a rich wine that's balanced by bright acidity. Drink from 2022.",Pinha Ribeiro Santo Reserva,94,17,Dão,,,Roger Voss,@vossroger,Magnum Carlos Lucas Vinhos 2017 Pinha Ribeiro Santo Reserva Red (Dão),Portuguese Red,Magnum Carlos Lucas Vinhos
244,Portugal,"This is the latest Douro wine release from this great estate, one of the many founded by the 19th-century Port “widow” Dona Antónia Ferreira and now owned by the Symington family. The wine has power, rich tannins and a tight line of minerality that structures and gives aging potential. Black fruits shine throughout. Drink from 2024.",,94,80,Douro,,,Roger Voss,@vossroger,Quinta do Vesuvio 2018 Red (Douro),Portuguese Red,Quinta do Vesuvio
245,US,"Freshly smashed strawberry and lively hibiscus aromas meet with white pepper, pine needle and light soil on the nose of this bottling. The palate's texture is extremely taut, releasing red-currant, white-peppercorn and tart red-plum flavors in waves of expression.",,94,25,California,Central Coast,San Benito County,Matt Kettmann,@mattkettmann,Adroît 2019 Gamay Noir (San Benito County),Gamay Noir,Adroît
246,Chile,"Ripe blackberry and dark plum aromas are dense and full as they veer toward raisin, while this feels stocky and deep, with beneficial edginess to the well-structured palate. Dark chocolate, coffee, vanilla and easygoing spice flavors sit atop the core blackberry and cassis, while this is smooth and silky on a finish with licorice and chocolate notes that ride on for a while. Drink this comfortably ripe and pure red blend through 2027.",VSC,94,35,Cachapoal Valley,,,Michael Schachner,@wineschach,Santa Carolina 2017 VSC Red (Cachapoal Valley),Red Blends,Santa Carolina
247,France,"Richly juicy and intense, this wine is massive, with concentrated tannins and dusty texture. The wine has weight and density but is also impressively fresh with acidity. It's a successful combination for this second wine of Ducru-Beaucaillou. Drink from 2027.",La Croix Ducru-Beaucaillou,94,75,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Ducru-Beaucaillou 2018 La Croix Ducru-Beaucaillou  (Saint-Julien),Bordeaux-style Red Blend,Château Ducru-Beaucaillou
248,France,"With its structure balanced by textured black-currant fruits and acidity, this is an attracrtive second wine. Poise and freshness are matched by the tannins and dry core. Drink the wine from 2023.",Clémentin de Pape Clément,93,50,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Pape Clément 2018 Clémentin de Pape Clément  (Pessac-Léognan),Bordeaux-style Red Blend,Château Pape Clément
249,US,"From a vineyard planted in 1982 at an elevation of nearly 2,000 feet, this bottling begins with briny aromas of lemon and lime peel as well as a beach-sand and oyster-shell minerality, and a white-flower aspect. The palate is sharp and intense in texture, with energetic flavors of seared lemon peel and warm toast wrapped up very tightly. Drink now through 2037.",Portola Springs Vineyard,93,62,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Portola Springs Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
250,US,"Very firm and structured, this tightly knit wine compresses black cherry, blueberry and dark chocolate into a moderately tannic frame. Admirably concentrated and deep, it's built for further aging and should be best from 2023.",Frank's Blend,93,60,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Edio 2018 Frank's Blend Red (Sierra Foothills),Rhône-style Red Blend,Edio
251,Portugal,"This is a generously structured, finely perfumed wine. By revealing Touriga Nacional in a range of single-variety wines, this has emphasized the grape's fine textures, rich tannins and fine black fruits. This fine wine will need more time, so drink from 2023.",,93,40,Douro,,,Roger Voss,@vossroger,Quinta da Romaneira 2018 Touriga Nacional (Douro),Touriga Nacional,Quinta da Romaneira
252,US,"Nervy but also nicely flavorful, this tautly balanced wine marries just-ripe black-cherry and rhubarb flavors with good acidity, light tannins and plenty of complexity. Nuances of black tea, forest floor and cardamom give plenty to appreciate.",Loup Solitaire,93,24,California,North Coast,Petaluma Gap-Marin County,Jim Gordon,@gordone_cellars,Kendric Vineyards 2019 Loup Solitaire Pinot Noir (Petaluma Gap-Marin County),Pinot Noir,Kendric Vineyards
253,Chile,"Briary blackberry and cassis aromas include familiar Chilean notes of eucalyptus and juniper. This Cabernet Sauvignon-dominant blend is ripe and creamy in feel, with generous flavors of brown sugar, herbs, blackberry, cassis, coffee and chocolate. The finish is chewy and rich. Drink now–2025.",Milla Cala Millahue,93,45,Cachapoal Valley,,,Michael Schachner,@wineschach,Vik 2017 Milla Cala Millahue Red (Cachapoal Valley),Red Blends,Vik
254,US,A deep blackberry aroma meets with licorice and mushroom on the fresh and savory nose. The palate's black currant and blueberry core is partnered harmoniously with notes of chipped wood and toasted herbs as well as jubilant acidity.,,93,22,California,Central Coast,Santa Margarita Ranch,Matt Kettmann,@mattkettmann,Ancient Peaks 2018 Cabernet Sauvignon (Santa Margarita Ranch),Cabernet Sauvignon,Ancient Peaks
255,US,"Recent vintages mark a return to grace for this historic property, where Winemaker Gianni Abate is bringing life back to the wines. This bottling begins with a tight citrus-peel element on the nose as well as crushed sea shell. The texture is very rocky in a pleasant way, carrying fresh flavors of yuzu peel, jicama and Asian pear.",Estate Grown,93,30,California,Central Coast,Chalone,Matt Kettmann,@mattkettmann,Chalone Vineyard 2019 Estate Grown Chardonnay (Chalone),Chardonnay,Chalone Vineyard
256,France,"A ripe, juicy wine with great freshness and swathes of black-currant fruits, this is already delicious. Plenty of tannins back up the fruits and push the wine towards a rich future, but the balance is already there. Drink this wine from the Mouton-Rothschild stable from 2025.",,93,82,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château d'Armailhac 2018  Pauillac,Bordeaux-style Red Blend,Château d'Armailhac
257,Italy,"Plushness aromas of violet, juniper, cherry and bramble berry burst on the nose. Medium in weight, there's a driven, ample feel to the juicy red-cherry and blackberry flavors, with bits of tar and pressed rose arising on the midpalate. Yet, throughout the whole experience, bouncy berry fruit and zesty crushed mineral tones remain constant. There's structure and poise to this wine that makes it enjoyable to drink now, but it will also hold well through 2028.",Titolo,93,58,Southern Italy,Aglianico del Vulture,,Alexander Peartree,@apatrone23,Elena Fucci 2018 Titolo  (Aglianico del Vulture),Aglianico,Elena Fucci
258,US,"This flavorful, full-bodied wine wraps bold blackberry and blueberry flavors in rich tannins for a creamy, mouthfilling texture. Hints of black pepper and woodsmoke add layers of complexity that play back and forth on the palate and create a lingering finish.",Two Bud Block Reserve,93,32,California,Lake County,Lake County,Jim Gordon,@gordone_cellars,Shannon Ridge 2017 Two Bud Block Reserve Zinfandel (Lake County),Zinfandel,Shannon Ridge
259,Australia,"Tasmanian Riesling is underrated and under made. Those who do focus on it have a passion for the variety. Samantha Connew's version, from the Coal River Valley, is mouthwatering, with its refreshment belying its volume and layers. It weaves flavors of fresh lime, green apple, lavender, honey and beeswax into a chalky texture, crunchy acidity and just a touch of residual sugar. Ultra-food-friendly, this would be at home beside young, creamy cheeses or popped in the cellar for a few years to gain more textural weight and honeyed complexity.",Coal River Valley Single Vineyard,93,46,Tasmania,Tasmania,,Christina Pickard,@ckpickard,Stargazer 2019 Coal River Valley Single Vineyard Riesling (Tasmania),Riesling,Stargazer
260,Australia,"Winemaker Pete Fraser's passion for Rhône varieties shines bright on this wild-fermented Roussanne, which is aged in ceramic eggs with half of the fruit on skins for several months. The nose is an expressive mix of orchard blossoms and citrus peel with a hint of honey, beeswax and a cool stone character often seen in “egg” wines. The palate also has a beeswax feel about it both in flavor and texture. Pale gold, it's round and rich but buoyed by crunchy acidity. A characterful detour for Chardonnay lovers.",Roux Beauté,93,55,South Australia,McLaren Vale,,Christina Pickard,@ckpickard,Yangarra 2018 Roux Beauté Roussanne (McLaren Vale),Roussanne,Yangarra
261,France,"From one of the estates owned by the Vauthier family of Château Ausone, this wine is rich, both in fruit and tannic structure. Ripeness and power are balanced by elegant fruits. Drink the wine from 2026.",,93,38,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Moulin Saint-Georges 2018  Saint-Émilion,Bordeaux-style Red Blend,Château Moulin Saint-Georges
262,US,"Snappy aromas of black raspberry, dewy rosemary and peppercorns make for a very fresh nose on this single-vineyard expression from a 40-year-old, dry-farmed vineyard. It's very fresh and lively on the palate as well, loaded with cranberry and sour cherry flavors as well as thyme and white-pepper dust.",Ferrari Vineyards Reserve,93,65,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Lightpost 2019 Ferrari Vineyards Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Lightpost
263,US,"Ripe Bing cherry and fruit-punch aromas meet with caramel tones of oak on the inviting nose of this bottling. The palate is quite toasty as well, loaded with mace and cinnamon spice that gives depth to the crisp and bright red fruits.",Rancho La Vina,93,65,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Alma Rosa 2018 Rancho La Vina Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
264,France,"Now on a roll, this estate is producing some fine wines. This latest release shows plenty of wood at this stage, but the bold black fruits are more than a match, giving the wine sumptuous richness. The wine needs time, so wait until 2026.",,93,51,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Phélan-Ségur 2018  Saint-Estèphe,Bordeaux-style Red Blend,Château Phélan-Ségur
265,France,"One of the two second wines from this estate, this is dominated by Merlot, giving a rounded, jammy character that is comfortably filled out with generous tannins. With chocolate and spice flavors, the wine is developing well. Drink from 2025.",Les Tourelles de Longueville,93,50,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Pichon Baron 2018 Les Tourelles de Longueville  (Pauillac),Bordeaux-style Red Blend,Château Pichon Baron
266,South Africa,"A beautiful wine from a great vintage, aromas of sea spray, apple flesh and a touch of melon form the delicate nose of this precise Chardonnay. The palate is light and somewhat linear on entry, but then waves of ripe, lightly toasted orchard fruit and mouthwatering acidity dance across the palate and into the bright, focused finish. This is a baby, so give it more time to truly shine. Drink 2024–2029.",,93,43,Hemel-en-Aarde Valley,,,Lauren Buzzeo,@laurbuzz,Hamilton Russell 2019 Chardonnay (Hemel-en-Aarde Valley),Chardonnay,Hamilton Russell
267,US,"Dark aromas of blueberry and dried carnation pick up a toasty tone on the nose of this blend of 46% Cabernet Sauvignon, 42% Primitivo and 12% Merlot. The smooth palate is well integrated, showing crushed slate minerality, dark berry, plum and dried fennel atop a chiseled structure.",Figurine,93,44,California,Central Coast,Paso Robles,Matt Kettmann,@mattkettmann,Sculpterra 2018 Figurine Red (Paso Robles),Red Blends,Sculpterra
268,Italy,"Rose-petal, new leather, camphor and pine-forest aromas are front and center on this lithe, elegant red. Medium bodied and loaded with finesse, the almost ethereal palate features pomegranate, blood orange, star anise and rusty nail alongside taut, polished tannins. Bright acidity keeps it vibrant. Drink through 2028.",Vigna Piaggia,93,50,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Abbadia Ardenga 2016 Vigna Piaggia  (Brunello di Montalcino),Sangiovese,Abbadia Ardenga
269,France,"The vineyards surrounding the 12th-century castle have produced this rich and densely structured wine. Powerful tannins give a smoky character to the ripe, black-plum fruits. It definitely needs aging, so drink from 2026.",,93,39,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Chateau La Tour Carnet 2018  Haut-Médoc,Bordeaux-style Red Blend,Chateau La Tour Carnet
270,France,"A rich, perfumed wine, this has ripe black-fruit and vanilla flavors. Dense tannins from both from the wood and the fruit add spice and smokiness to this full wine. The firmness needs to soften into the fruit, so wait to drink until 2026.",,93,53,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Grand Mayne 2018  Saint-Émilion,Bordeaux-style Red Blend,Château Grand Mayne
271,France,"Made from 80% Grenache (rounded out by 10% each of Syrah and Mourvèdre) this hulking, explosively ripe wine manages to maintain freshness and vitality. Blackberry and cassis flavors are fleshy but pure, accented by notes of vanilla, clove and tobacco leaf. It's a lavish wine matured 14 months in oak (partially new) and framed by soft, easing tannins. The wine is concentrated enough to please well through 2030.",Bois des Mourres,93,33,Rhône Valley,Gigondas,,Anna Lee C. Iijima,@annaleeiijima,Domaine Notre Dame des Pallières 2018 Bois des Mourres  (Gigondas),Rhône-style Red Blend,Domaine Notre Dame des Pallières
272,France,"Red-cherry and raspberry notes are vibrant and pure in this full-bodied, concentrated red. Its soft, silky mouthfeel and youthful fruit profile are immediately enjoyable but the wine is nuanced too, accented by crushed granite and a blossomy, airy perfume. The finish is marked by soft, furry tannins. Ready now, it should drink at peak through 2028.",Mon's Mirabilis,93,55,Rhône Valley,Gigondas,,Anna Lee C. Iijima,@annaleeiijima,Marius César 2018 Mon's Mirabilis  (Gigondas),Rhône-style Red Blend,Marius César
273,US,"Wonderful complexity is this full-bodied wine's strong point, from aromas of wild berries, sage, dried meat and tobacco to mouthfilling flavors of raspberry, strawberry and mint. Full body and light tannins form a structure that nicely supports the cornucopia of flavors.",Estate,93,28,California,Sierra Foothills,Shenandoah Valley (CA),Jim Gordon,@gordone_cellars,Amador Cellars 2018 Estate Zinfandel (Shenandoah Valley (CA)),Zinfandel,Amador Cellars
274,France,"Notes of lime and crushed stones lend verve to this full-bodied varietal Marsanne. It's a blossomy, fresh-fruited wine packed with crisp, white-peach and grapefruit flavors along with a lingering smoky, herbal finish. At peak now–2030.",Nobles Rives,92,35,Rhône Valley,Saint-Joseph,,Anna Lee C. Iijima,@annaleeiijima,Cave de Tain 2018 Nobles Rives  (Saint-Joseph),Marsanne,Cave de Tain
275,France,"Ripe and velvety in mouthfeel, this biodynamic varietal Grenache pulsates with sun-drenched dried strawberry and blueberry flavors. Accented by notes of cinnamon, clove and dried sage, it finishes on a lingering spray of crushed stone and soft, furry tannins. Delicious now, the wine should improve through 2026 and hold further.",Point G,93,,Rhône Valley,Vacqueyras,,Anna Lee C. Iijima,@annaleeiijima,Domaine la Ligière 2016 Point G Red (Vacqueyras),Rhône-style Red Blend,Domaine la Ligière
276,US,"Full bodied and snuggly wrapped in velvety tannins, this wine sports black-pepper aromas and vivid cranberry and blackberry flavors that will need an extra-rich dish for a good pairing, or some time in the cellar to soften the tannins. Best from 2025.",,93,30,California,Lake County,Red Hills,Jim Gordon,@gordone_cellars,Peter Franus 2018 Zinfandel (Red Hills),Zinfandel,Peter Franus
277,Chile,"Saucy blackberry and tomato aromas include a touch of green herbs and spice. The palate is full and deep, with tartaric acidity creating controlled bite. Spiced black plum and blackberry flavors finish with notes of herbs and pepper offset by chocolate, making this an ideal big-boned Carmenère to drink through 2026.",Herencia,93,100,Peumo,,,Michael Schachner,@wineschach,Santa Carolina 2018 Herencia Carmenère (Peumo),Carmenère,Santa Carolina
278,France,"Cassis and boysenberry flavors are ripe yet vibrant in this fruit-focused wine. A blend of Grenache and Syrah, it's full bodied but spry, finishing on a revitalizing mineral crush. Silky, integrated tannins make it approachable now but the wine should drink well through 2030.",Jardin d'Eden,93,,Rhône Valley,Vacqueyras,,Anna Lee C. Iijima,@annaleeiijima,Yves Cheron 2019 Jardin d'Eden Red (Vacqueyras),Rhône-style Red Blend,Yves Cheron
279,France,"A well-textured, smooth and rich wine, this is powerful while also retaining great elegance. It is a black-fruited, dense wine, shot through with acidity and with a well rounded profile. Drink this blend of 90% Merlot with Cabernet Franc from 2024.",,93,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Plincette 2018  Pomerol,Bordeaux-style Red Blend,Château Plincette
280,US,"Light in the glass, this bottling shows cranberry and raspberry on the tart nose, with hints of bay leaf and a pleasant streak of chalk rock minerality. That bay leaf character meets with thyme and oregano on the palate, where potpourri and those crisp red-fruit flavors converge.",Domingo,93,55,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Lester 2018 Domingo Pinot Noir (Santa Cruz Mountains),Pinot Noir,Lester
281,Portugal,"Named for the baton that is used to stir the lees of the wine during fermentation, this has power and a great concentration of perfumed black fruits. Rich in structure and still with a dry core, the wine needs to move further to mature. Ripe and fruity, the wine will be ready from 2022.",Tom de Baton,93,19,Douro,,,Roger Voss,@vossroger,Magnum Carlos Lucas Vinhos 2017 Tom de Baton Red (Douro),Portuguese Red,Magnum Carlos Lucas Vinhos
282,Portugal,"Named after the pine trees that surround the vines, the wine is rich while keeping poise and freshness. Spice, black fruits and dry tannins are all getting to know each other. The wine should be ready from 2024.",Pinha Ribeiro Santo,93,13,Dão,,,Roger Voss,@vossroger,Magnum Carlos Lucas Vinhos 2019 Pinha Ribeiro Santo Red (Dão),Portuguese Red,Magnum Carlos Lucas Vinhos
283,Portugal,"The main estate wine from this spectacular quinta on the north bank of the Douro, this is a rich blend of Touriga Nacional and Touriga Franca. Dense tannins are cushioned by the wine's generous black fruits and rich texture. This is a fine wine, needing further aging. Drink from 2023.",Tinto,93,30,Douro,,,Roger Voss,@vossroger,Quinta da Romaneira 2018 Tinto Red (Douro),Portuguese Red,Quinta da Romaneira
284,US,"Iberian grapes excel in Southern California, as this Tempranillo-led blend (with 25% Petite Sirah and 2% Merlot) reveals. Deep blueberry paste, smoke, leather and cocoa aromas lead into a palate loaded with flavors of coffee-crusted smoked meats, rich black fruits and lingering tannins on the vanilla finnish.",Evenfall,93,50,California,South Coast,Los Angeles County,Matt Kettmann,@mattkettmann,Byron Blatty 2017 Evenfall Red (Los Angeles County),Red Blends,Byron Blatty
285,US,"Juicy bolts of raspberry, strawberry, orange and cranberry give this vineyard-designate wine a tangy edge. From a cool-climate site, it offers plenty of structure and savory complements of stoney mineral, black tea and forest floor around a velvety texture.",Terra de Promissio Vineyard,93,70,California,Sonoma,Petaluma Gap,Virginie Boone,@vboone,Gary Farrell 2017 Terra de Promissio Vineyard Pinot Noir (Petaluma Gap),Pinot Noir,Gary Farrell
286,US,"Very dark in the glass, this aged bottling begins with an herbal kick of toasted thyme alongside baked earth, chiseled stone and tart fruit. The palate is quite tarry in texture and flavor, with ripe blackberry and black-cherry elements playing against a slightly bitter herb tone.",Platinum Reserve,93,170,California,Central Coast,Paso Robles,Matt Kettmann,@mattkettmann,Justin 2015 Platinum Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Justin
287,US,"This is a very light spin on Syrah, yet works to translate the rugged character of Chalone. Aromas of rusty cherry, dried strawberry and sagebrush on the nose lead into a crisp palate loaded with red plum and white pepper.",La Sarriette Rodnick Farm,93,40,California,Central Coast,Chalone,Matt Kettmann,@mattkettmann,Seabold Cellars 2018 La Sarriette Rodnick Farm Syrah (Chalone),Syrah,Seabold Cellars
288,France,"This is a big-hearted wine, ripe with both black-plum flavors and generous tannins. At this stage the structure is prominent, but with the weight of the fruits, the wine will balance out full, ripe and ready to drink from 2026.",,93,39,Bordeaux,Moulis-en-Médoc,,Roger Voss,@vossroger,Château Poujeaux 2018  Moulis-en-Médoc,Bordeaux-style Red Blend,Château Poujeaux
289,US,"Very light in the glass, this bottling explodes with aroma on the nose, delivering scents of thyme and bay leaf as well as plump raspberry and alpine strawberry. That wild forest element is redolent on the palate, where more bay, sagebrush and fennel flavors meet with black raspberry and, on the finish, a hint of damp soil.",Lilo Vineyard,93,35,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Assiduous 2019 Lilo Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Assiduous
290,US,"Bold, saturated black-fruit flavors mingle beautifully with light clove, cinnamon and a whiff of pine forest in this nicely layered and complex wine. Velvety, fine-grained tannins give it a mouthfilling heft and extend the tasty finish.",,93,46,California,Lake County,Lake County,Jim Gordon,@gordone_cellars,Cinnabar 2017 Malbec (Lake County),Malbec,Cinnabar
291,US,"Deeply concentrated and nicely packed with fine-grained tannins, this full-bodied wine takes a classic approach that's so enjoyable to sniff and savor. Black currant, black cherry, mint and cedar intermingle in the nose and on the palate, bringing great generosity backed by chewy tannins. It's beautiful now but can easily age past 2024.",,93,32,California,Mendocino County,Mendocino,Jim Gordon,@gordone_cellars,Nelson Family Vineyards 2018 Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,Nelson Family Vineyards
292,US,"This is a thrilling wine, all about the textured, layered fruit, showing plenty of depth, acidity and intensity of flavor. It's swoonworthy. Pair it with grilled prawns with lemon risotto.",Underwood Mountain Vineyard,93,28,Washington,Washington Other,Columbia Gorge (WA),Sean P. Sullivan,@wawinereport,Savage Grace 2019 Underwood Mountain Vineyard Grüner Veltliner (Columbia Gorge (WA)),Grüner Veltliner,Savage Grace
293,US,"Tight aromas of boysenberry and black raspberry meet with a wet soil minerality, red flowers and a touch of mace on the nose of this bottling. Tart cherry and cranberry flavors are fresh on the palate, where mixed dried herbs and a light vanilla finish make for a complex experience.",Estate Grown,93,40,California,Central Coast,Chalone,Matt Kettmann,@mattkettmann,Chalone Vineyard 2019 Estate Grown Pinot Noir (Chalone),Pinot Noir,Chalone Vineyard
294,Australia,"Chapel Hill's back label includes a shout-out to the growers whose fruit made the cut for this vintage of their premium Shiraz—a nice and all-too-rare gesture. It's a hefty wine destined for the cellar, with bushels of plum, cherry and raspberry fruit leading on the nose, backed by mocha, savory spice and cigar box. Tannins are taut and powerful, with an oaky underbelly set for the long haul. Beneath the power lies a lovely purity of fruit. A solidly crafted wine that should unravel nicely over the years. Drink 2023–2035.",The Vicar,93,76,South Australia,McLaren Vale,,Christina Pickard,@ckpickard,Chapel Hill 2018 The Vicar Shiraz (McLaren Vale),Shiraz,Chapel Hill
295,US,"Dark berry aromas are veiled in dusty minerality on the elegant nose of this bottling, alongside black olive, crushed slate and light licorice. Firm tannins frame the black-fruit and coffee-bean flavors on the palate.",Apex Gist Ranch Estate,93,100,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Lexington 2016 Apex Gist Ranch Estate Red (Santa Cruz Mountains),Bordeaux-style Red Blend,Lexington
296,Australia,"Tasmania is Australia's coolest climate winegrowing region, and this small-batch label from winemaker Samantha Connew deftly expresses the region's capacity for elegant and refreshing wines. Tupelo is made of 57% Pinot Gris, 32% Riesling and 11% Gewürztraminer. The blend is a lithe expression of each variety. Delicate notes of rose water, orange and honey-flecked pear are accompanied by a light spritz when first opened, offering a lovely texture and crystalline acidity. This is a thirst-quenching drop that would pair perfectly with a wide range of Southeast Asian cuisine.",Tupelo,93,40,Tasmania,Tasmania,,Christina Pickard,@ckpickard,Stargazer 2019 Tupelo White (Tasmania),White Blend,Stargazer
297,US,"Leather, dried strawberry and peppercorn lead into a nose loaded with chaparral spice of light thyme and sage on this vineyard designate. It's a bit shy on the palate at first, and then light cranberry and raspberry flavors emerge against the crushed stone and light red-flower flavors.",Will's Cabin Vineyard,93,72,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Will's Cabin Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
298,Italy,"Aromas of roasted coffee bean, licorice and menthol form the nose along with hints of rose petal. Full bodied and elegantly structured, the smooth, enveloping palate features sour cherry, blood orange, espresso, star anise and toasted hazelnut set against tightly knit, fine-grained tannins. Drink 2024–2036.",Poggio al Granchio,93,110,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Val di Suga 2016 Poggio al Granchio  (Brunello di Montalcino),Sangiovese,Val di Suga
299,US,"This winery gets extra credit for going to this nearly forgotten corner of winemaking history to snag this nearly forgotten grape. It's dark in the glass but very fresh on the nose, with boysenberry, lavender and rosemary aromas. The palate is vivacious with purple fruit and flowers, from açaí to lavender, with plenty of herbs, texture and acidic energy pushing into the finish.",Calleri Vineyard,93,52,California,Central Coast,San Benito,Matt Kettmann,@mattkettmann,Thacher 2019 Calleri Vineyard Negrette (San Benito),Negrette,Thacher
300,Chile,"A tightly built nose deals pointy aromas of tobacco, green herbs, eucalyptus and black fruits, all common scents for Chile's best red wines. What makes this different than most is that it's a blend of Petite Sirah and Petit Verdot, a marriage rarely seen. Racy acidity and gripping tannins give this all the structure it needs, while spicy flavors of herb, blackberry and chocolaty oak turn ever so slightly more green on a powerful finish. Drink through 2026.",Ígneo,93,60,Central Valley,,,Michael Schachner,@wineschach,Bodega Volcanes de Chile 2017 Ígneo Red (Central Valley),Red Blends,Bodega Volcanes de Chile
301,US,"A blend of 35% Cabernet Franc, 33% Merlot and 32% Cabernet Sauvignon from the UC Davis Oakville Station vineyard, this is a smooth and sultry wine from a place that is well-drained and warm. Juicy with a backbone of structure, it has dried herb, cedar and pencil notes that accent a powerfully built fruity core of blackberry and cherry, finishing in baking spice and leather.",Oakville Station,93,120,California,Napa,Oakville,Virginie Boone,@vboone,Cornerstone 2017 Oakville Station Red (Oakville),Bordeaux-style Red Blend,Cornerstone
302,US,"Showing excellent depth and impressive concentration, this full-bodied and well-balanced wine impresses with focused black-fruit flavors, a creamy texture and beautifully integrated tannins that afford a velvety mouthfeel. So delicious now, but it will be best after 2024.",,93,23,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Fortress 2018 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Fortress
